Publisher;Number;Jan;Feb;Mrz;Apr;Mai;Jun;Jul;Aug;Sep;Okt;Nov;Dez;Bemerkung;;;;;;Publication Date
Gwandanaland Comics;Gwandanaland Comics (2016 series) #743 - The Complete Echo;;;;;;;;;;; #743 - The Complete Echo;;;;;;;;[November] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #744 - Kitty Kelly & Yankee Girl;;;;;;;;;;; #744 - Kitty Kelly & Yankee Girl;;;;;;;;[November] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #763 - The Complete Planet Comics: Volume 3;;;;;;;;; #763 - The Complete Planet Comics: Volume 3;;;;;;;;;;[September] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #766 - The Complete Owl Girl;;;;;;;;;;;; #766 - The Complete Owl Girl;;;;;;;[December] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #767 - The Complete Sheriff Sal;;;;;;;;;;;; #767 - The Complete Sheriff Sal;;;;;;;[December] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #768 - The Complete Flyin' Jenny;;;;; #768 - The Complete Flyin' Jenny;;;;;;;;;;;;;;[May] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #769 - Flyin' Jenny in Heroic Comics;;;;; #769 - Flyin' Jenny in Heroic Comics;;;;;;;;;;;;;;[May] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #770 - The Complete Midnight Mystery;;;;; #770 - The Complete Midnight Mystery;;;;;;;;;;;;;;[May] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #771 - Billy the Kid: Volume 6;;;;; #771 - Billy the Kid: Volume 6;;;;;;;;;;;;;;[May] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #772 - Billy the Kid: Volume 7;;;;; #772 - Billy the Kid: Volume 7;;;;;;;;;;;;;;[May] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #773 - The Complete Western Love Trails;;;;;;;;;;;; #773 - The Complete Western Love Trails;;;;;;;[December] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #774 - The Complete Cross-Draw Kid;;;;;;;;;;;; #774 - The Complete Cross-Draw Kid;;;;;;;[December] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #799 - Sea Hunt: Volume 1; #799 - Sea Hunt: Volume 1;;;;;;;;;;;;;;;;;;[January] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #800 - The Jumbo Book of Short Adventures: Volume 1;; #800 - The Jumbo Book of Short Adventures: Volume 1;;;;;;;;;;;;;;;;;[February] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #803 - Plastic Man - Volume 3;;;;;;;;; #803 - Plastic Man - Volume 3;;;;;;;;;;[September] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #833 - The Complete Weird Adventures;;;;;;;;;; #833 - The Complete Weird Adventures;;;;;;;;;[October] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #873 - The Complete Unusual Tales: Volume 6;;;;;; #873 - The Complete Unusual Tales: Volume 6;;;;;;;;;;;;;[June] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #874 - The Complete Unusual Tales: Volume 7;;;;;; #874 - The Complete Unusual Tales: Volume 7;;;;;;;;;;;;;[June] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #875 - The Complete Unusual Tales: Volume 8;;;;;; #875 - The Complete Unusual Tales: Volume 8;;;;;;;;;;;;;[June] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #876 - The Complete Unusual Tales: Volume 9;;;;;; #876 - The Complete Unusual Tales: Volume 9;;;;;;;;;;;;;[June] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #877 - The Complete Unusual Tales: Volume 10;;;;;; #877 - The Complete Unusual Tales: Volume 10;;;;;;;;;;;;;[June] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #896 - The Complete Big Shot Comics: Volume 1; #896 - The Complete Big Shot Comics: Volume 1;;;;;;;;;;;;;;;;;;[January] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #911 - The Complete Sky Wolf;;;;;;;;;;; #911 - The Complete Sky Wolf;;;;;;;;[November] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #922 - The Complete Mysteries Weird and Strange: Volume 1; #922 - The Complete Mysteries Weird and Strange: Volume 1;;;;;;;;;;;;;;;;;;[January] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #923 - The Complete Mysteries Weird and Strange: Volume 2; #923 - The Complete Mysteries Weird and Strange: Volume 2;;;;;;;;;;;;;;;;;;[January] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #924 - Red Ryder Comics: Volume 1; #924 - Red Ryder Comics: Volume 1;;;;;;;;;;;;;;;;;;[January] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #925 - Red Ryder Comics: Volume 2; #925 - Red Ryder Comics: Volume 2;;;;;;;;;;;;;;;;;;[January] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #940 - Power Nelson: Futureman;;;;;;;;; #940 - Power Nelson: Futureman;;;;;;;;;;[September] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #941 - The Complete Gail Ford, Girl Friday;;;;;;;;; #941 - The Complete Gail Ford, Girl Friday;;;;;;;;;;[September] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #943 - Jill Trent: Science Sleuth;;;;;;;;; #943 - Jill Trent: Science Sleuth;;;;;;;;;;[September] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #944 - Space Adventures: A Steve Ditko Album;;;;;;;;; #944 - Space Adventures: A Steve Ditko Album;;;;;;;;;;[September] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #945 - Mysteries of Unexplored Worlds -- The Complete Ditko Stories;;;;;;;;; #945 - Mysteries of Unexplored Worlds -- The Complete Ditko Stories;;;;;;;;;;[September] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #948 - The More-Than Complete Mother Hubbard;;;; #948 - The More-Than Complete Mother Hubbard;;;;;;;;;;;;;;;[April] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #949 - Sea Hunt: Volume 2;;;; #949 - Sea Hunt: Volume 2;;;;;;;;;;;;;;;[April] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #950 - The White Streak;; #950 - The White Streak;;;;;;;;;;;;;;;;;[February] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #955 - The Complete Smash Comics: Volume 5;;;;;;;; #955 - The Complete Smash Comics: Volume 5;;;;;;;;;;;[August] 2018
Gwandanaland Comics;Gwandanaland Comics (2016 series) #967 - The Complete Air Wonder Stories: Volume 1;;;; #967 - The Complete Air Wonder Stories: Volume 1;;;;;;;;;;;;;;;[April] 2018
Hachette Book Group USA;RX A Graphic Memoir (2018 series) ;;;;;;;;;RX A Graphic Memoir (2018 series) ;;;;;;;;;;2018
Hang Dai Editions;The Vagabonds (2014 series) #6;; #6;;;;;;;;;;;;;;;;;March 2018
HarperCollins;Action Presidents (2020 series) #1 - George Washington!;; #1 - George Washington!;;;;;;;;;;;;;;;;;2018
HarperCollins;Bart Simpson Bust-Up (2018 series) ;;;;Bart Simpson Bust-Up (2018 series) ;;;;;;;;;;;;;;;2018
HarperCollins;Positively Izzy (2018 series) ;;;;;Positively Izzy (2018 series) ;;;;;;;;;;;;;;[May] 2018
HarperCollins;To Kill a Mockingbird (2018 series) ;;;;;;;;;;To Kill a Mockingbird (2018 series) ;;;;;;;;;2018
Harry N. Abrams;Bizarre Romance (2018 series) ;;;Bizarre Romance (2018 series) ;;;;;;;;;;;;;;;;2018
Harry N. Abrams;Octavia E. Butler's Kindred: A Graphic Novel Adaptation (2018 series) ;;;;;;;Octavia E. Butler's Kindred: A Graphic Novel Adaptation (2018 series) ;;;;;;;;;;;;2018
Harry N. Abrams;Undocumented A Worker's Fight (2018 series) ;;;;;;;;Undocumented A Worker's Fight (2018 series) ;;;;;;;;;;;2018
Heavy Metal;Heavy Metal Magazine (1977 series) #292 - Psychedelic Special;;#289;;;#290;;;#291;;;; #292 - Psychedelic Special;;;;;;;[December] 2018
Heavy Metal;Hollywood Undead: Undead Origins (2018 series) ;;;Hollywood Undead: Undead Origins (2018 series) ;;;;;;;;;;;;;;;;February 2018
Heavy Metal;Iron Maiden Legacy of the Beast (2017 series) #3;; #3;; #4;; #5;;;;;;;;;;;;;December 2017
Heavy Metal;Taarna;;#1;;#2;;#3;;;;;;;;;;;;;
Henry Holt and Co.;Hammy and Gerbee: Mummies at the Museum (2018 series) ;Hammy and Gerbee: Mummies at the Museum (2018 series) ;;;;;;;;;;;;;;;;;;2018
Henry Holt and Co.;The Arab of the Future: A Childhood in the Middle East (2015 series) #3 - 1985-1987;;;;;;;; #3 - 1985-1987;;;;;;;;;;;2018
Hermes Press;DC Comics Before Superman: Major Malcolm Wheeler-Nicholson's Pulp Comics (2018 series) ;;;;;;;;;DC Comics Before Superman: Major Malcolm Wheeler-Nicholson's Pulp Comics (2018 series) ;;;;;;;;;;2018
Hermes Press;Frank Thorne’s Ghita: An Erotic Treasury;Frank Thorne’s Ghita: An Erotic Treasury;;;;;;;;;;;;;;;;;;[January] 2018
Hermes Press;The Phantom: The Complete Newspaper Dailies (2010 series) #13 - 1954-1956;;;;;;;;;; #13 - 1954-1956;;;;;;;;;2018
Hero Tomorrow Comics;Apama The Undiscovered Animal (2018 series) #1;;;; #1;;; #2; #3; #4;; #5; #6;;;;;;;April 2018
Hero Tomorrow Comics;Tap Dance Killer (2018 series) #1;;;; #1;;; #2;;;; #3;;;;;;;;April 2018
Heroic Publishing;Champions Adventures (2011 series) #13;;;;;;;; #13;;;;;;;;;;;August 2015
Heroic Publishing;Flare (2005 series) #47; #47;;;;;;;;;;;;;;;;;;February 2018
Heroic Publishing;Heroic Spotlight (2010 series) #25; #25;;;;;;;;;;;;;;;;;;December 2016
Houghton Mifflin;The Best American Comics (2006 series) #2018;;;;;;;;;; #2018;;;;;;;;;2018
Houghton Mifflin;The Unwanted: Stories of the Syrian Refugees (2018 series) ;;;;;;;;;The Unwanted: Stories of the Syrian Refugees (2018 series) ;;;;;;;;;;[September] 2018
Humanoids;Dragonseed;;#1;#2;#3;;;;;;;;;;;;;;;
Humanoids;Exo (2018 series) ;;#1;#2;#3;;;;;;;;;;;;;;;2018
Humanoids;Gregory and the Gargoyles (2017 series) #3;;;; #3; #4; #5; #6; #7;;;;;;;;;;;2018
Humanoids;Izuna (2018 series) #1;;; #1;;; #2;;;;;;;;;;;;;2018
Humanoids;Kabul Disco (2018 series) #1 - How I Managed Not to Be Abducted in Afghanistan;;;; #1 - How I Managed Not to Be Abducted in Afghanistan;;;;;;;;;;;;;;;2018
Humanoids;Kabul Disco (2018 series) #2 - How I Managed Not to Get Addicted to Opium In Afghanistan;;;;;;;;; #2 - How I Managed Not to Get Addicted to Opium In Afghanistan;;;;;;;;;;2018
Humanoids;Madame Cat;;;;;oneshot;;;;;;;;;;;;;;
Humanoids;Marilyn's Monsters;;;;;oneshot;;;;;;;;;;;;;;
Humanoids;Moon Face (2018 series) ;;#1;#2;#3;#4;#5;;;;;;;;;;;;;2018
Humanoids;Robert Silverberg's Downward to the Earth (2018 series) ;;#1;#2;;;;;;;;;;;;;;;;2018
Humanoids;The Metabaron (2016 series) #3 - The Meta-Guardianess and the Techno-Baron;;;;;;;;;;;; #3 - The Meta-Guardianess and the Techno-Baron;;;;;;;[December] 2018
Humanoids;The Metabaron (2018 series) ;;;;;The Metabaron (2018 series) ;;;;;;;;;;;;;;2018
Humanoids;The Metabaron (2018 series) #1 - The Techno-Admiral & The Anti-Baron;;;;;;; #1 - The Techno-Admiral & The Anti-Baron;;;;;;;;;;;;[July] 2018
Humanoids;The Metabaron (2018 series) #2 - The Techno-Cardinal & The Transhuman;;;;;;;;;;; #2 - The Techno-Cardinal & The Transhuman;;;;;;;;[November] 2018
Humanoids;Vietnamese Memories (2018 series) #1 - Leaving Saigon;;;;; #1 - Leaving Saigon;;;;;;;;;;;;;;2018
Humanoids;Vietnamese Memories (2018 series) #2 - Little Saigon;;;;;;;;;;; #2 - Little Saigon;;;;;;;;[November] 2018
Hyperion;Percy Jackson & The Olympians (2010 series) #4 - The Battle of the Labyrinth;;;;;;;;;; #4 - The Battle of the Labyrinth;;;;;;;;;
Hyperion;Percy Jackson & The Olympians (2010 series) #4 - The Battle of the Labyrinth;;;;;;;;;; #4 - The Battle of the Labyrinth;;;;;;;;;
Hyperion;Sanity & Tallulah (2018 series) #[nn];;;;;;;;;; #[nn];;;;;;;;;2018
Hyperion;Sanity & Tallulah (2018 series) #[nn];;;;;;;;;; #[nn];;;;;;;;;2018
IDW;30 Days of Night (2017 series) #2; #2; #3; #4; #5; #6;;;;;;;;;;;;;;
IDW;Alack Sinner (2017 series) #[2] - The Age of Disenchantment;;;; #[2] - The Age of Disenchantment;;;;;;;;;;;;;;;April 2018
IDW;Antar (2018 series) #1;;;; #1;;;;;;;;;;;;;;;April 2018
IDW;Artifact Edition (2014 series) #7 - Jim Starlin’s Marvel Cosmic;;;; #7 - Jim Starlin’s Marvel Cosmic;;;;;;;;;;;;;;;April 2018
IDW;Artifact Edition (2014 series) #8 - John Byrne’s X-Men;;;;;;;; #8 - John Byrne’s X-Men;;;;;;;;;;;July 2018
IDW;Artifact Edition (2014 series) #9 - Bill Sienkiewicz’s Mutants and Moon Knights… and Assassins…;;;;;;;;;; #9 - Bill Sienkiewicz’s Mutants and Moon Knights… and Assassins…;;;;;;;;;August 2018
IDW;Artist's Edition (2010 series) #56 - Gene Colan’s The Tomb Of Dracula; #56 - Gene Colan’s The Tomb Of Dracula;;;;;;;;;;;;;;;;;;December 2017
IDW;Artist's Edition (2010 series) #57 - Ross Andru’s The Amazing Spider-Man;;; #57 - Ross Andru’s The Amazing Spider-Man;;;;;;;;;;;;;;;;January 2018
IDW;Artist's Edition (2010 series) #58 - Joe Kubert’s Tarzan and the Lion Man;;;; #58 - Joe Kubert’s Tarzan and the Lion Man;;;;;;;;;;;;;;;February 2018
IDW;Artist's Edition (2010 series) #59 - Frank Cho’s Savage Wolverine;;;;;; #59 - Frank Cho’s Savage Wolverine;;;;;;;;;;;;;March 2018
IDW;Artist's Edition (2010 series) #61 - Jack Kirby’s Marvel Heroes And Monsters;;;;;;;; #61 - Jack Kirby’s Marvel Heroes And Monsters;;;;;;;;;;;June 2018
IDW;Assassinistas (2017 series) #2; #2; #3;; #4; #5;; #6;;;;;;;;;;;;
IDW;Atomic Empire (2018 series) ;;;;;;;;;;;Atomic Empire (2018 series) ;;;;;;;;September 2018
IDW;Atomic Robo: Spectre of Tomorrow (2017 series) #3; #3; #5;;;;;;;;;;;;;;;;;
IDW;Atomic Robo: Spectre of Tomorrow (2017 series) #4; #4;;;;;;;;;;;;;;;;;;
IDW;Atomic Robo: The Dawn of New Era (2018 series) #2;; #2;;;;;;;;;;;;;;;;;December 2018
IDW;Avengers (2018 series) #1;;;;;;;;;;;; #1;;;;;;;December 2018
IDW;Back to the Future: Tales from the Time Train (2017 series) #2;; #2; #3; #4; #5; #6;;;;;;;;;;;;;January 2018
IDW;Batman / The Maxx: Arkham Dreams (2018 series) #1;;;;;;;;;; #1;; #3;;;;;;;September 2018
IDW;Batman / The Maxx: Arkham Dreams (2018 series) #2;;;;;;;;;; #2;;;;;;;;;October 2018
IDW;Black Crown Omnibus (2018 series) #1;;;;;;;;;;;; #1;;;;;;;November 2018
IDW;Black Crown Quarterly (2017 series) #2; #2;;;; #3;;;; #4;;;;;;;;;;January 2018
IDW;Bloom County (2016 series) #[3] - Best Read on the Throne;;;;;;;; #[3] - Best Read on the Throne;;;;;;;;;;;2018
IDW;Bob Layton's Iron Man Artist Select (2018 series) ;;;;;;;;;;;;Bob Layton's Iron Man Artist Select (2018 series) ;;;;;;;2018
IDW;Bubba Ho-Tep and the Cosmic Blood-Suckers (2018 series) #1;;;;; #1;;; #2; #3;; #4;;;;;;;;March 2018
IDW;Cloud Hotel (2018 series) ;;;;;;Cloud Hotel (2018 series) ;;;;;;;;;;;;;June 2018
IDW (Top Shelf);Coin-Op Comics Anthology: 1997-2017 (2018 series) ;;;;;Coin-Op Comics Anthology: 1997-2017 (2018 series) ;;;;;;;;;;;;;;May 2018
IDW;Comic Book History of Comics Volume 2 (2017 series) #2; #2; #3;;;;;;;;;;;;;;;;;January 2018
IDW;Comic Book History of Comics Volume 2 (2017 series) #3;; #4;;;;;;;;;;;;;;;;;February 2018
IDW;Corto Maltese (2014 series) #10 - Tango: All at Half-Light;;;;;;; #10 - Tango: All at Half-Light;;;;;;;;;;;;Aug 18
IDW;Corto Maltese (2014 series) #9 - The Golden House of Samarkand;;; #9 - The Golden House of Samarkand;;;;;;;;;;;;;;;;January 2018
IDW;Danger Girl: 20 Years (original art);;;;oneshot;;;;;;;;;;;;;;;
IDW;Delta 13 (2018 series) #1;;;;; #1; #2; #3; #4;;;;;;;;;;;May 2018
IDW;Demi-God (2018 series) #2;;;;; #1; #2;;;;;;;;;;;;;April 2018
IDW;Diablo House (2017 series) #3; #3; #4;;;;;;;;;;;;;;;;;October 2017
IDW;Dick Tracy: Dead or Alive (2018 series) #1-2 of 4;;;;;;;;; #1;; #2;;;;;;;;September 2018
IDW;Disney Afternoon Giant (2018 series) #1;;;;;;;;;; #1;; #2;;;;;;;October 2018
IDW;Disney Comics and Stories (2018 series) #2 / 745;;;;;;;;;; #1 / 744;; #2 / 745;;;;;;;November 2018
IDW;Disney Tsum Tsum Kingdom One-Shot (2018 series) ;;;;;;;;;;;Disney Tsum Tsum Kingdom One-Shot (2018 series) ;;;;;;;;September 2018
IDW;Donald and Mickey (2017 series) #3;;;;;;; #3; #4;;;;;;;;;;;February 2018
IDW;Dread Gods (2017 series) #3; #3;;;;;;;;; #4;;;;;;;;;January 2018
IDW;DuckTales (2017 series) #5; #5; #6; #7; #8;; #9; #10; #11; #12; #13; #14; #15;;;;;;;January 2018
IDW;Dungeons & Dragons: Evil at Baldur's Gate (2018 series) #1;;;; #1;; #2; #3; #4; #5;;;;;;;;;;April 2018
IDW;Enola Holmes (2018 series) #1 - Case of the Missing Marquess;;;;;;;;;;; #1 - Case of the Missing Marquess;;;;;;;;2018
IDW;Euthanauts (2018 series) #1;;;;;;; #1; #2;; #3; #4;;;;;;;;July 2018
IDW;For Better or for Worse: The Complete Library (2017 series) #2 - 1983-1986;;;;;;; #2 - 1983-1986;;;;;;;;;;;;June 2018
IDW;Four Sisters (2018 series) #1 - Enid;;;; #1 - Enid;;;;;;;;;;;;;;;May 2018
IDW;Frankenstein Alive, Alive! (2012 series) #4;; #4;;;;;;;;;;;;;;;;;January 2018
IDW;From Hell: Master Edition (2018 series) #2;;;;;;;;; #1;;; #2;;;;;;;2018
IDW;Full Bleed: The Comics & Culture Quarterly (2018 series) #1; #1;;;;;;;;;;;;;;;;;;
IDW;Full Bleed: The Comics & Culture Quarterly (2018 series) #2 - Deep Cuts;;;;;;; #2 - Deep Cuts;;;;;;;;;;;;[July 2018]
IDW;G.I. Joe: A Real American Hero (2010 series) #247; #247; #248; #250;; #251;; #253; #255; #256; #257;; #258;;;;;;;December 2017
IDW;G.I. Joe: A Real American Hero (2010 series) #248;; #249;;; #252;; #254;;;;;;;;;;;;January 2018
IDW;G.I. Joe: A Real American Hero vs. The Six Million Dollar Man (2018 series) ;;;;;;#1;#2;#3;#4;;;;;;;;;;August 2018
IDW;G.I. Joe: A Real American Hero: Silent Option (2018 series) #1;;;;;;;;; #1; #2;;;;;;;;;September 2018
IDW;Gears of War Omnibus (2018 series) #1;;;;;;;;;;;; #1;;;;;;;December 2018
IDW;Gears of War: The Rise of RAAM (2018 series) #1; #1; #2; #3; #4;;;;;;;;;;;;;;;January 2018
IDW;Ghostbusters Annual 2018 (2018 series) ;;Ghostbusters Annual 2018 (2018 series) ;;;;;;;;;;;;;;;;;February 2018
IDW;Ghostbusters: Answer the Call (2017 series) #2; #2; #3; #4;; #5;;;;;;;;;;;;;;November 2017
IDW;Ghostbusters: Crossing Over (2018 series) #1;;; #1; #2;; #3; #4; #5; #6; #7; #8;;;;;;;;March 2018
IDW;Ghostbusters: Spectral Shenanigans (2018 series) #1;;;;;;;;;;; #1;;;;;;;;October 2018
IDW;Go-Bots (2018 series) #1;;;;;;;;;;; #1; #2;;;;;;;November 2018
IDW;Goosebumps: Monsters at Midnight #1 : Halloween Comic Fest Edition (2018 series) #1;;;;;;;;;; # #1;;;;;;;;;October 2018
IDW;Half Past Danger 2;#5;;;;;;;;;;;;;;;;;;
IDW;Haunted Horror (2012 series) #33;;;; #33;;;;; #35;;;;;;;;;;April 2018
IDW;The Highest House (2018 series) #1;; #1; #2; #3; #4;; #5; #6;;;;;;;;;;;February 2018
IDW;House Amok (2018 series) #1;;;;;;;; #1;; #2; #3;;;;;;;;August 2018
IDW;Impossible Incorporated (2018 series) #1;;;;;;;;; #1; #2;; #3;;;;;;;September 2018
IDW;Jem and the Holograms: Dimensions (2017 series) #4; #3; #4;;;;;;;;;;;;;;;;;February 2018
IDW;Jérôme K. Jérôme Bloche (2017 series) #2 - The Paper People;;;;;;; #2 - The Paper People;;;;;;;;;;;;June 2018
IDW;Jingle Belle: The Homemades' Tale (2018 series) ;;;;;;;;;;;;Jingle Belle: The Homemades' Tale (2018 series) ;;;;;;;November 2018
IDW;John Byrne's Stowaway to Stars (2018 series) ;;;;;John Byrne's Stowaway to Stars (2018 series) ;;;;;;;;;;;;;;May 2018
IDW;Johnny Boo and the Ice Cream Computer (2018 series) ;;;;;;Johnny Boo and the Ice Cream Computer (2018 series) ;;;;;;;;;;;;;2018
IDW;Johnny Boo and the Spooky Tree (2018 series) ;;;;;;;;;;HCF;;;;;;;;;2018
IDW;Judge Dredd: The Blessed Earth (2017 series) #8; #8;;;;;;;;;;;;;;;;;;November 2017
IDW;Judge Dredd: Toxic! (2018 series) #1;;;;;;;;;; #1; #2;;;;;;;;October 2018
IDW;Judge Dredd: Under Siege (2018 series) #1;;;;; #1;; #3; #4;;;;;;;;;;;May 2018
IDW;Judge Dredd: Under Siege (2018 series) #2;;;;;;; #2;;;;;;;;;;;;June 2018
IDW;Jungle Girls (2018) (160pgs) (Compendium);;;;;;;;;;;;HC;;;;;;;
IDW;Kid Lobotomy (2017 series) #4; #4; #5; #6;;;;;;;;;;;;;;;;January 2018
IDW;Kingdom of the Dwarfs (2018 series) ;;;;;;;;;;;;Kingdom of the Dwarfs (2018 series) ;;;;;;;2018
IDW;Kull Eternal (2017 series) #3;;;;; #3;;;;;;;;;;;;;;April 2018
IDW;Limbo Lounge (2018 series) ;Limbo Lounge (2018 series) ;;;;;;;;;;;;;;;;;;2018
IDW;Little Book of Knowledge: Sharks (2018 series) ;;;;;Little Book of Knowledge: Sharks (2018 series) ;;;;;;;;;;;;;;July 2018
IDW;Lodger (2018 series) #1;;;;;;;;;; #1;; #2;;;;;;;October 2018
IDW;Love Song (2018 series) ;;;;;;;Love Song (2018 series) ;;;;;;;;;;;;July 2018
IDW;Lovecraft: The Myth of Cthulhu (2018 series) ;;Lovecraft: The Myth of Cthulhu (2018 series) ;;;;;;;;;;;;;;;;;February 2018
IDW;Lowlifes (2018 series) #1;;;;;;; #1; #3; #4;;;;;;;;;;June 2018
IDW;Lowlifes (2018 series) #2;;;;;;; #2;;;;;;;;;;;;July 2018
